player_hand,dealer_hand,is_soft_hand,Action,Q-Value
4,4,0,stand,0.1
4,4,0,hit,0.1
4,4,0,double down,0.1
4,4,0,surrender,0.0999
4,4,0,split,0.1
4,8,0,stand,0.1
4,8,0,hit,0.1
4,8,0,double down,0.1
4,8,0,surrender,0.0999
4,8,0,split,0.1
4,10,0,stand,0.08990000000000001
4,10,0,hit,0.1
4,10,0,double down,0.08990000000000001
4,10,0,surrender,0.1
4,10,0,split,0.1
5,1,0,stand,0.1
5,1,0,hit,0.1
5,1,0,double down,0.1
5,1,0,surrender,0.0999
5,1,0,split,0.1
5,2,0,stand,0.08990000000000001
5,2,0,hit,0.09998910000000001
5,2,0,double down,0.08990000000000001
5,2,0,surrender,0.1
5,2,0,split,0.1
5,3,0,stand,0.08990000000000001
5,3,0,hit,0.09998910000000001
5,3,0,double down,0.10990000000000001
5,3,0,surrender,0.1
5,3,0,split,0.1
5,4,0,stand,0.08990000000000001
5,4,0,hit,0.1
5,4,0,double down,0.1
5,4,0,surrender,0.0999
5,4,0,split,0.1
5,5,0,stand,0.1
5,5,0,hit,0.0999
5,5,0,double down,0.1
5,5,0,surrender,0.1
5,5,0,split,0.1
5,6,0,stand,0.0997901
5,6,0,hit,0.1
5,6,0,double down,0.1
5,6,0,surrender,0.1
5,6,0,split,0.1
5,7,0,stand,0.0997901
5,7,0,hit,0.1
5,7,0,double down,0.1
5,7,0,surrender,0.1
5,7,0,split,0.1
5,8,0,stand,0.1
5,8,0,hit,0.1
5,8,0,double down,0.1
5,8,0,surrender,0.0999
5,8,0,split,0.1
5,10,0,stand,0.10990000000000001
5,10,0,hit,0.0999
5,10,0,double down,0.1
5,10,0,surrender,0.1
5,10,0,split,0.1
6,2,0,stand,0.08990000000000001
6,2,0,hit,0.0999
6,2,0,double down,0.1
6,2,0,surrender,0.1
6,2,0,split,0.1
6,3,0,stand,0.1
6,3,0,hit,0.1
6,3,0,double down,0.0899891
6,3,0,surrender,0.1
6,3,0,split,0.1
6,5,0,stand,0.1
6,5,0,hit,0.1
6,5,0,double down,0.1
6,5,0,surrender,0.0999
6,5,0,split,0.1
6,5,0,stand,0.1
6,5,0,hit,0.1
6,5,0,double down,0.0899891
6,5,0,surrender,0.1
6,5,0,split,0.1
6,8,0,stand,0.1
6,8,0,hit,0.09998910000000001
6,8,0,double down,0.1
6,8,0,surrender,0.1
6,8,0,split,0.1
6,9,0,stand,0.1
6,9,0,hit,0.1
6,9,0,double down,0.0899891
6,9,0,surrender,0.1
6,9,0,split,0.1
6,10,0,stand,0.08990000000000001
6,10,0,hit,0.0999
6,10,0,double down,0.09970100000000001
6,10,0,surrender,0.1
6,10,0,split,0.1
6,10,0,stand,0.08990000000000001
6,10,0,hit,0.1
6,10,0,double down,0.1
6,10,0,surrender,0.1
6,10,0,split,0.1
7,1,0,stand,0.08990000000000001
7,1,0,hit,0.1
7,1,0,double down,0.08990000000000001
7,1,0,surrender,0.1
7,1,0,split,0.1
7,3,0,stand,0.08990000000000001
7,3,0,hit,0.0999
7,3,0,double down,0.1
7,3,0,surrender,0.0999
7,3,0,split,0.1
7,4,0,stand,0.10990000000000001
7,4,0,hit,0.099801
7,4,0,double down,0.1
7,4,0,surrender,0.1
7,4,0,split,0.1
7,6,0,stand,0.08990000000000001
7,6,0,hit,0.0999
7,6,0,double down,0.1
7,6,0,surrender,0.1
7,6,0,split,0.1
7,7,0,stand,0.0997901
7,7,0,hit,0.0999
7,7,0,double down,0.1
7,7,0,surrender,0.1
7,7,0,split,0.1
7,8,0,stand,0.08990000000000001
7,8,0,hit,0.0999
7,8,0,double down,0.08990000000000001
7,8,0,surrender,0.0999
7,8,0,split,0.1
7,9,0,stand,0.08990000000000001
7,9,0,hit,0.0999
7,9,0,double down,0.08990000000000001
7,9,0,surrender,0.1
7,9,0,split,0.1
7,10,0,stand,0.08990000000000001
7,10,0,hit,0.09998116309560842
7,10,0,double down,0.09970100000000001
7,10,0,surrender,0.0999
7,10,0,split,0.1
8,1,0,stand,0.10990000000000001
8,1,0,hit,0.0999
8,1,0,double down,0.1
8,1,0,surrender,0.0999
8,1,0,split,0.1
8,2,0,stand,0.1
8,2,0,hit,0.1
8,2,0,double down,0.1
8,2,0,surrender,0.0999
8,2,0,split,0.1
8,3,0,stand,0.1
8,3,0,hit,0.0999
8,3,0,double down,0.1
8,3,0,surrender,0.1
8,3,0,split,0.1
8,6,0,stand,0.10990000000000001
8,6,0,hit,0.1
8,6,0,double down,0.08990000000000001
8,6,0,surrender,0.1
8,6,0,split,0.1
8,7,0,stand,0.08990000000000001
8,7,0,hit,0.1000781109
8,7,0,double down,0.08990000000000001
8,7,0,surrender,0.1
8,7,0,split,0.1
8,7,0,stand,0.1
8,7,0,hit,0.0999
8,7,0,double down,0.1
8,7,0,surrender,0.1
8,7,0,split,0.1
8,8,0,stand,0.08990000000000001
8,8,0,hit,0.100077309
8,8,0,double down,0.1
8,8,0,surrender,0.1
8,8,0,split,0.1
8,8,0,stand,0.1
8,8,0,hit,0.1
8,8,0,double down,0.1
8,8,0,surrender,0.0999
8,8,0,split,0.1
8,9,0,stand,0.1
8,9,0,hit,0.1
8,9,0,double down,0.10990000000000001
8,9,0,surrender,0.1
8,9,0,split,0.1
8,10,0,stand,0.08990000000000001
8,10,0,hit,0.09969241374090002
8,10,0,double down,0.08990000000000001
8,10,0,surrender,0.09970299
8,10,0,split,0.1
8,10,0,stand,0.08990000000000001
8,10,0,hit,0.0999
8,10,0,double down,0.09970100000000001
8,10,0,surrender,0.0999
8,10,0,split,0.1
9,1,0,stand,0.08990000000000001
9,1,0,hit,0.0999
9,1,0,double down,0.1
9,1,0,surrender,0.1
9,1,0,split,0.1
9,2,0,stand,0.08990000000000001
9,2,0,hit,0.0999
9,2,0,double down,0.1489940007904181
9,2,0,surrender,0.0999
9,2,0,split,0.1
9,3,0,stand,0.10990000000000001
9,3,0,hit,0.1
9,3,0,double down,0.1
9,3,0,surrender,0.1
9,3,0,split,0.1
9,4,0,stand,0.10990000000000001
9,4,0,hit,0.1
9,4,0,double down,0.09970100000000001
9,4,0,surrender,0.1
9,4,0,split,0.1
9,5,0,stand,0.0997901
9,5,0,hit,0.1002558657563109
9,5,0,double down,0.1
9,5,0,surrender,0.0999
9,5,0,split,0.1
9,6,0,stand,0.1
9,6,0,hit,0.1
9,6,0,double down,0.1
9,6,0,surrender,0.0999
9,6,0,split,0.1
9,7,0,stand,0.08990000000000001
9,7,0,hit,0.0999
9,7,0,double down,0.08990000000000001
9,7,0,surrender,0.1
9,7,0,split,0.1
9,8,0,stand,0.1
9,8,0,hit,0.1
9,8,0,double down,0.08990000000000001
9,8,0,surrender,0.0999
9,8,0,split,0.1
9,9,0,stand,0.08990000000000001
9,9,0,hit,0.0999
9,9,0,double down,0.08990000000000001
9,9,0,surrender,0.0999
9,9,0,split,0.1
9,10,0,stand,0.08990000000000001
9,10,0,hit,0.0996059601
9,10,0,double down,0.08960399000000001
9,10,0,surrender,0.09970299
9,10,0,split,0.1
10,1,0,stand,0.08990000000000001
10,1,0,hit,0.0999
10,1,0,double down,0.1
10,1,0,surrender,0.1
10,1,0,split,0.1
10,2,0,stand,0.1
10,2,0,hit,0.0999
10,2,0,double down,0.1
10,2,0,surrender,0.1
10,2,0,split,0.1
10,2,0,stand,0.10967030990000001
10,2,0,hit,0.1
10,2,0,double down,0.1
10,2,0,surrender,0.1
10,2,0,split,0.1
10,3,0,stand,0.08990000000000001
10,3,0,hit,0.0999
10,3,0,double down,0.10990000000000001
10,3,0,surrender,0.1
10,3,0,split,0.1
10,3,0,stand,0.1
10,3,0,hit,0.1
10,3,0,double down,0.1
10,3,0,surrender,0.1
10,3,0,split,0.0999
10,4,0,stand,0.1296703099
10,4,0,hit,0.099977329791
10,4,0,double down,0.1
10,4,0,surrender,0.1
10,4,0,split,0.1
10,5,0,stand,0.10967030990000001
10,5,0,hit,0.0999
10,5,0,double down,0.1
10,5,0,surrender,0.1
10,5,0,split,0.1
10,6,0,stand,0.08990000000000001
10,6,0,hit,0.0999
10,6,0,double down,0.1
10,6,0,surrender,0.1
10,6,0,split,0.1
10,7,0,stand,0.08990000000000001
10,7,0,hit,0.09998703278910001
10,7,0,double down,0.08990000000000001
10,7,0,surrender,0.1
10,7,0,split,0.1
10,8,0,stand,0.08990000000000001
10,8,0,hit,0.0999
10,8,0,double down,0.1101670327891
10,8,0,surrender,0.1
10,8,0,split,0.1
10,8,0,stand,0.1
10,8,0,hit,0.0999
10,8,0,double down,0.1
10,8,0,surrender,0.1
10,8,0,split,0.1
10,9,0,stand,0.0997901
10,9,0,hit,0.1
10,9,0,double down,0.1
10,9,0,surrender,0.0999
10,9,0,split,0.1
10,9,0,stand,0.08990000000000001
10,9,0,hit,0.1
10,9,0,double down,0.1
10,9,0,surrender,0.0999
10,9,0,split,0.1
10,10,0,stand,0.089692199
10,10,0,hit,0.0997880861987478
10,10,0,double down,0.11983633527304699
10,10,0,surrender,0.09970299
10,10,0,split,0.1
11,1,0,stand,0.08990000000000001
11,1,0,hit,0.0999
11,1,0,double down,0.08990000000000001
11,1,0,surrender,0.0999
11,1,0,split,0.1
11,2,0,stand,0.08990000000000001
11,2,0,hit,0.1
11,2,0,double down,0.1
11,2,0,surrender,0.0999
11,2,0,split,0.1
11,3,0,stand,0.0997901
11,3,0,hit,0.1
